z,qc,fs,u2
8.27,0.31,0.007,0.264
8.28,0.31,0.0071,0.262
8.29,0.31,0.0069,0.26
8.3,0.31,0.0069,0.26
8.31,0.31,0.007,0.262
8.32,0.31,0.0069,0.262
8.33,0.31,0.0069,0.264
8.34,0.31,0.0069,0.262
8.35,0.31,0.0069,0.262
8.36,0.31,0.0069,0.261
8.37,0.31,0.0069,0.26
8.38,0.31,0.0069,0.26
8.39,0.31,0.0072,0.26
8.4,0.31,0.0072,0.261
8.41,0.31,0.0072,0.262
8.42,0.31,0.0072,0.262
8.43,0.31,0.0071,0.264
8.44,0.31,0.0072,0.262
8.45,0.31,0.0072,0.262
8.46,0.31,0.0072,0.261
8.47,0.3,0.0072,0.261
8.48,0.3,0.0073,0.26
8.49,0.31,0.0073,0.26
8.5,0.31,0.0073,0.257
8.51,0.31,0.0074,0.257
8.52,0.31,0.0073,0.258
8.53,0.31,0.0072,0.257
8.54,0.31,0.0073,0.258
8.55,0.31,0.0073,0.258
8.56,0.31,0.0073,0.258
8.57,0.31,0.0074,0.258
8.58,0.31,0.0073,0.258
8.59,0.31,0.0074,0.258
8.6,0.32,0.0073,0.258
8.61,0.32,0.0073,0.258
8.62,0.32,0.0073,0.261
8.63,0.31,0.0073,0.261
8.64,0.31,0.0073,0.261
8.65,0.32,0.0072,0.262
8.66,0.32,0.0072,0.265
8.67,0.32,0.0073,0.264
8.68,0.32,0.0073,0.264
8.69,0.33,0.0073,0.265
8.7,0.33,0.0073,0.27
8.71,0.33,0.0073,0.27
8.72,0.33,0.0073,0.269
8.73,0.33,0.0072,0.269
8.74,0.33,0.0072,0.269
8.75,0.32,0.0071,0.272
8.76,0.33,0.0072,0.269
8.77,0.33,0.0072,0.268
8.78,0.33,0.0072,0.268
8.79,0.32,0.0073,0.268
8.8,0.32,0.0072,0.269
8.81,0.32,0.0072,0.269
8.82,0.32,0.0071,0.27
8.83,0.32,0.0071,0.269
8.84,0.32,0.0072,0.27
8.85,0.32,0.0073,0.272
8.86,0.33,0.0073,0.272
8.87,0.32,0.0072,0.268
8.88,0.32,0.0073,0.269
8.89,0.32,0.0074,0.268
8.9,0.32,0.0073,0.268
8.91,0.31,0.0073,0.265
8.92,0.32,0.0074,0.265
8.93,0.32,0.0075,0.269
8.94,0.32,0.0075,0.268
8.95,0.32,0.0075,0.268
8.96,0.32,0.0076,0.273
8.97,0.32,0.0078,0.273
8.98,0.33,0.0079,0.272
8.99,0.33,0.0079,0.272
9,0.32,0.0077,0.273
9.01,0.33,0.0078,0.273
9.02,0.33,0.0078,0.269
9.03,0.33,0.0078,0.269
9.04,0.33,0.0078,0.27
9.05,0.33,0.0077,0.272
9.06,0.33,0.0078,0.272
9.07,0.34,0.0078,0.273
9.08,0.33,0.0078,0.273
9.09,0.33,0.0079,0.273
9.1,0.33,0.008,0.273
9.11,0.33,0.008,0.277
9.12,0.34,0.008,0.277
9.13,0.34,0.0079,0.277
9.14,0.34,0.0079,0.28
9.15,0.33,0.0079,0.281
9.16,0.33,0.0079,0.28
9.17,0.33,0.0079,0.28
9.18,0.33,0.008,0.281
9.19,0.34,0.0079,0.282
9.2,0.34,0.0079,0.281
9.21,0.33,0.0079,0.285
9.22,0.34,0.0079,0.286
9.23,0.33,0.0079,0.286
9.24,0.33,0.0079,0.286
9.25,0.33,0.0078,0.286
9.26,0.34,0.0079,0.285
9.27,0.33,0.0079,0.286
9.28,0.33,0.008,0.286
9.29,0.34,0.0081,0.288
9.3,0.33,0.0081,0.285
9.31,0.34,0.0079,0.285
9.32,0.33,0.0079,0.285
9.33,0.33,0.0078,0.284
9.34,0.34,0.0078,0.284
9.35,0.34,0.0077,0.284
9.36,0.34,0.0078,0.285
9.37,0.35,0.0079,0.285
9.38,0.35,0.0079,0.285
9.39,0.34,0.0079,0.285
9.4,0.34,0.008,0.286
9.41,0.34,0.0082,0.286
9.42,0.34,0.0081,0.286
9.43,0.34,0.0081,0.285
9.44,0.34,0.0081,0.286
9.45,0.35,0.0082,0.289
9.46,0.35,0.0081,0.289
9.47,0.34,0.0081,0.29
9.48,0.34,0.008,0.289
9.49,0.35,0.0081,0.288
9.5,0.34,0.0081,0.288
9.51,0.34,0.0081,0.288
9.52,0.35,0.0081,0.281
9.53,0.35,0.008,0.284
9.54,0.35,0.008,0.284
9.55,0.35,0.0079,0.288
9.56,0.35,0.0079,0.288
9.57,0.35,0.0079,0.286
9.58,0.35,0.008,0.288
9.59,0.35,0.008,0.288
9.6,0.35,0.0081,0.289
9.61,0.35,0.0082,0.289
9.62,0.35,0.0084,0.288
9.63,0.35,0.0083,0.288
9.64,0.35,0.0083,0.288
9.65,0.35,0.0083,0.29
9.66,0.34,0.0082,0.293
9.67,0.35,0.0082,0.29
9.68,0.35,0.0082,0.29
9.69,0.35,0.0083,0.29
9.7,0.35,0.0082,0.292
9.71,0.35,0.0082,0.292
9.72,0.35,0.0083,0.29
9.73,0.35,0.0083,0.29
9.74,0.35,0.0084,0.282
9.75,0.35,0.0083,0.288
9.76,0.35,0.0083,0.288
9.77,0.35,0.0083,0.288
9.78,0.35,0.0083,0.288
9.79,0.35,0.0082,0.289
9.8,0.36,0.0083,0.289
9.81,0.35,0.0082,0.29
9.82,0.35,0.0083,0.29
9.83,0.35,0.0083,0.292
9.84,0.35,0.0082,0.294
9.85,0.35,0.0082,0.294
9.86,0.35,0.0082,0.294
9.87,0.35,0.0082,0.296
9.88,0.35,0.0082,0.294
9.89,0.35,0.0083,0.296
9.9,0.35,0.0083,0.296
9.91,0.35,0.0083,0.296
9.92,0.35,0.0083,0.298
9.93,0.35,0.0083,0.297
9.94,0.35,0.0083,0.297
9.95,0.35,0.0083,0.297
9.96,0.35,0.0083,0.298
9.97,0.35,0.0083,0.298
9.98,0.35,0.0083,0.297
9.99,0.35,0.0085,0.297
10,0.36,0.0085,0.296
10.01,0.36,0.0084,0.296
10.02,0.35,0.0084,0.296
10.03,0.35,0.0086,0.297
10.04,0.35,0.0086,0.301
10.05,0.35,0.0086,0.303
10.06,0.35,0.0086,0.302
10.07,0.35,0.0086,0.302
10.08,0.35,0.0084,0.305
10.09,0.35,0.0082,0.303
10.1,0.35,0.0082,0.303
10.11,0.35,0.0081,0.303
10.12,0.35,0.0081,0.303
10.13,0.35,0.0081,0.301
10.14,0.36,0.0083,0.301
10.15,0.36,0.0083,0.301
10.16,0.36,0.0083,0.301
10.17,0.37,0.0083,0.301
10.18,0.37,0.0083,0.303
10.19,0.36,0.0083,0.303
10.2,0.37,0.0083,0.302
10.21,0.36,0.0083,0.303
10.22,0.36,0.0083,0.303
10.23,0.36,0.0083,0.301
10.24,0.36,0.0083,0.302
10.25,0.36,0.0082,0.305
10.26,0.36,0.0082,0.301
10.27,0.36,0.0082,0.303
10.28,0.36,0.0082,0.303
10.29,0.36,0.0081,0.301
10.3,0.36,0.0081,0.307
10.31,0.37,0.0083,0.309
10.32,0.37,0.0083,0.307
10.33,0.37,0.0082,0.307
10.34,0.36,0.0082,0.307
10.35,0.37,0.0081,0.309
10.36,0.36,0.008,0.309
10.37,0.37,0.0079,0.309
10.38,0.36,0.008,0.311
10.39,0.37,0.0081,0.31
10.4,0.37,0.0081,0.311
10.41,0.37,0.0081,0.311
10.42,0.37,0.008,0.314
10.43,0.38,0.0079,0.314
10.44,0.37,0.0079,0.317
10.45,0.37,0.008,0.317
10.46,0.38,0.0081,0.317
10.47,0.38,0.0081,0.317
10.48,0.37,0.008,0.319
10.49,0.37,0.008,0.317
10.5,0.37,0.008,0.317
10.51,0.37,0.008,0.314
10.52,0.38,0.0079,0.317
10.53,0.38,0.0079,0.315
10.54,0.38,0.0079,0.317
10.55,0.38,0.0081,0.317
10.56,0.38,0.0082,0.315
10.57,0.39,0.0083,0.315
10.58,0.39,0.0083,0.314
10.59,0.38,0.0083,0.318
10.6,0.38,0.0087,0.321
10.61,0.39,0.0087,0.322
10.62,0.39,0.0085,0.322
10.63,0.39,0.0085,0.322
10.64,0.39,0.0086,0.323
10.65,0.39,0.0086,0.323
10.66,0.39,0.0086,0.322
10.67,0.38,0.0087,0.321
10.68,0.38,0.0087,0.321
10.69,0.38,0.0087,0.321
10.7,0.38,0.0088,0.322
10.71,0.38,0.0088,0.321
10.72,0.38,0.0087,0.321
10.73,0.38,0.0087,0.319
10.74,0.38,0.0088,0.318
10.75,0.38,0.0089,0.321
10.76,0.38,0.0089,0.321
10.77,0.38,0.009,0.321
10.78,0.38,0.009,0.325
10.79,0.39,0.0091,0.323
10.8,0.38,0.0091,0.323
10.81,0.38,0.0091,0.322
10.82,0.38,0.0091,0.327
10.83,0.38,0.0092,0.327
10.84,0.39,0.009,0.329
10.85,0.39,0.0091,0.329
10.86,0.39,0.009,0.326
10.87,0.39,0.009,0.326
10.88,0.39,0.0088,0.326
10.89,0.39,0.0087,0.326
10.9,0.39,0.0084,0.329
10.91,0.39,0.0083,0.33
10.92,0.39,0.0085,0.33
10.93,0.39,0.0085,0.329
10.94,0.38,0.0083,0.329
10.95,0.38,0.0084,0.327
10.96,0.39,0.0085,0.326
10.97,0.39,0.0086,0.326
10.98,0.39,0.0086,0.325
10.99,0.39,0.0087,0.327
11,0.39,0.0087,0.331
11.01,0.4,0.0089,0.331
11.02,0.4,0.0089,0.331
11.03,0.4,0.0088,0.333
11.04,0.4,0.0087,0.331
11.05,0.4,0.0088,0.333
11.06,0.4,0.0088,0.331
11.07,0.4,0.0088,0.331
11.08,0.4,0.0088,0.333
11.09,0.4,0.0087,0.333
11.1,0.4,0.0089,0.331
11.11,0.39,0.0089,0.331
11.12,0.4,0.0091,0.335
11.13,0.4,0.0093,0.339
11.14,0.41,0.0092,0.339
11.15,0.41,0.0093,0.338
11.16,0.41,0.0092,0.338
11.17,0.4,0.0093,0.341
11.18,0.4,0.0093,0.341
11.19,0.4,0.0093,0.341
11.2,0.4,0.0094,0.338
11.21,0.4,0.0094,0.342
11.22,0.4,0.0094,0.339
11.23,0.4,0.0094,0.338
11.24,0.4,0.0094,0.338
11.25,0.41,0.0095,0.341
11.26,0.4,0.0096,0.345
11.27,0.4,0.0094,0.339
11.28,0.4,0.0092,0.335
11.29,0.41,0.0093,0.335
11.3,0.41,0.0092,0.337
11.31,0.4,0.0092,0.337
11.32,0.4,0.0091,0.339
11.33,0.41,0.0093,0.339
11.34,0.4,0.0094,0.339
11.35,0.4,0.0095,0.342
11.36,0.4,0.0095,0.342
11.37,0.41,0.0095,0.342
11.38,0.41,0.0096,0.342
11.39,0.41,0.0095,0.343
11.4,0.41,0.0094,0.345
11.41,0.41,0.0094,0.339
11.42,0.4,0.0094,0.341
11.43,0.4,0.0093,0.339
11.44,0.41,0.0093,0.339
11.45,0.41,0.0093,0.339
11.46,0.41,0.0094,0.339
11.47,0.41,0.0093,0.341
11.48,0.41,0.0093,0.341
11.49,0.41,0.0094,0.333
11.5,0.41,0.0094,0.333
11.51,0.41,0.0095,0.311
11.52,0.41,0.0096,0.337
11.53,0.41,0.0096,0.337
11.54,0.41,0.0094,0.351
11.55,0.41,0.0094,0.351
11.56,0.41,0.0095,0.351
11.57,0.41,0.0096,0.353
11.58,0.41,0.0095,0.353
11.59,0.41,0.0097,0.351
11.6,0.41,0.0098,0.351
11.61,0.41,0.0097,0.354
11.62,0.41,0.0097,0.354
11.63,0.41,0.0097,0.355
11.64,0.41,0.0096,0.354
11.65,0.41,0.0096,0.35
11.66,0.41,0.0095,0.351
11.67,0.41,0.0095,0.351
11.68,0.41,0.0095,0.355
11.69,0.41,0.0094,0.353
11.7,0.41,0.0094,0.353
11.71,0.41,0.0093,0.354
11.72,0.41,0.0094,0.354
11.73,0.41,0.0095,0.354
11.74,0.42,0.0095,0.354
11.75,0.42,0.0096,0.354
11.76,0.42,0.0095,0.357
11.77,0.41,0.0094,0.357
11.78,0.41,0.0095,0.357
11.79,0.41,0.0095,0.357
11.8,0.41,0.0095,0.357
11.81,0.42,0.0095,0.357
11.82,0.42,0.0096,0.357
11.83,0.42,0.0097,0.359
11.84,0.42,0.0098,0.359
11.85,0.43,0.0098,0.358
11.86,0.42,0.0096,0.358
11.87,0.41,0.0096,0.355
11.88,0.41,0.0097,0.357
11.89,0.42,0.0097,0.357
11.9,0.42,0.0097,0.357
11.91,0.41,0.0097,0.355
11.92,0.42,0.0097,0.355
11.93,0.42,0.0098,0.367
11.94,0.43,0.0097,0.367
11.95,0.42,0.0096,0.367
11.96,0.42,0.0097,0.365
11.97,0.42,0.0097,0.365
11.98,0.42,0.0099,0.365
11.99,0.42,0.0098,0.365
12,0.42,0.0098,0.362
12.01,0.41,0.0097,0.363
12.02,0.42,0.0098,0.358
12.03,0.42,0.0097,0.362
12.04,0.42,0.0098,0.365
12.05,0.42,0.0098,0.366
12.06,0.41,0.0097,0.366
12.07,0.42,0.0099,0.365
12.08,0.42,0.0099,0.366
12.09,0.42,0.0097,0.366
12.1,0.42,0.0097,0.365
12.11,0.42,0.0097,0.367
12.12,0.41,0.0096,0.369
12.13,0.42,0.0098,0.367
12.14,0.41,0.0098,0.366
12.15,0.43,0.0098,0.366
12.16,0.43,0.0098,0.366
12.17,0.43,0.0097,0.366
12.18,0.43,0.0096,0.367
12.19,0.43,0.0096,0.367
12.2,0.42,0.0097,0.369
12.21,0.42,0.0097,0.369
12.22,0.43,0.0098,0.366
12.23,0.43,0.0098,0.366
12.24,0.43,0.01,0.366
12.25,0.43,0.0099,0.37
12.26,0.43,0.0099,0.37
12.27,0.43,0.0096,0.367
12.28,0.43,0.0097,0.367
12.29,0.43,0.0098,0.373
12.3,0.43,0.0098,0.373
12.31,0.43,0.0098,0.373
12.32,0.43,0.0096,0.366
12.33,0.43,0.0095,0.366
12.34,0.43,0.0096,0.371
12.35,0.43,0.0097,0.381
12.36,0.43,0.0097,0.381
12.37,0.43,0.0098,0.379
12.38,0.43,0.0098,0.377
12.39,0.43,0.0097,0.374
12.4,0.43,0.0097,0.375
12.41,0.43,0.0097,0.375
12.42,0.43,0.0095,0.377
12.43,0.43,0.0095,0.378
12.44,0.43,0.0091,0.374
12.45,0.43,0.0091,0.374
12.46,0.44,0.0091,0.374
12.47,0.43,0.0091,0.377
12.48,0.43,0.0091,0.377
12.49,0.43,0.0092,0.381
12.5,0.44,0.0093,0.381
12.51,0.43,0.0094,0.381
12.52,0.43,0.0095,0.379
12.53,0.43,0.0095,0.379
12.54,0.44,0.0095,0.375
12.55,0.44,0.0095,0.374
12.56,0.44,0.0096,0.374
12.57,0.43,0.0098,0.375
12.58,0.43,0.0097,0.375
12.59,0.44,0.0096,0.377
12.6,0.44,0.0094,0.373
12.61,0.44,0.0096,0.375
12.62,0.45,0.0099,0.379
12.63,0.44,0.0099,0.379
12.64,0.44,0.0099,0.381
12.65,0.44,0.0099,0.381
12.66,0.44,0.01,0.379
12.67,0.44,0.01,0.381
12.68,0.44,0.0101,0.381
12.69,0.44,0.0102,0.381
12.7,0.44,0.0102,0.383
12.71,0.45,0.0099,0.383
12.72,0.45,0.0099,0.383
12.73,0.46,0.0098,0.386
12.74,0.46,0.0097,0.389
12.75,0.46,0.0097,0.389
12.76,0.46,0.0097,0.389
12.77,0.46,0.0098,0.386
12.78,0.46,0.0098,0.383
12.79,0.46,0.0098,0.383
12.8,0.46,0.0099,0.385
12.81,0.46,0.0101,0.379
12.82,0.46,0.0099,0.379
12.83,0.47,0.0096,0.383
12.84,0.46,0.0094,0.382
12.85,0.47,0.0094,0.383
12.86,0.47,0.0094,0.39
12.87,0.47,0.0094,0.393
12.88,0.46,0.0092,0.387
12.89,0.46,0.0092,0.389
12.9,0.46,0.0094,0.389
12.91,0.45,0.0094,0.39
12.92,0.46,0.0094,0.39
12.93,0.45,0.0095,0.393
12.94,0.45,0.0095,0.393
12.95,0.45,0.0096,0.393
12.96,0.45,0.0098,0.391
12.97,0.46,0.0098,0.391
12.98,0.45,0.0097,0.383
12.99,0.45,0.0097,0.382
13,0.46,0.0099,0.387
13.01,0.46,0.0099,0.387
13.02,0.45,0.0098,0.389
13.03,0.45,0.0099,0.387
13.04,0.46,0.01,0.381
13.05,0.46,0.01,0.383
13.06,0.46,0.01,0.383
13.07,0.46,0.0103,0.386
13.08,0.46,0.0102,0.39
13.09,0.46,0.0102,0.393
13.1,0.47,0.0099,0.394
13.11,0.47,0.0098,0.394
13.12,0.46,0.01,0.394
13.13,0.46,0.0101,0.39
13.14,0.46,0.0101,0.39
13.15,0.46,0.0101,0.389
13.16,0.46,0.0102,0.391
13.17,0.46,0.0103,0.393
13.18,0.47,0.0105,0.391
13.19,0.46,0.0105,0.391
13.2,0.47,0.0102,0.399
13.21,0.48,0.0102,0.402
13.22,0.47,0.0102,0.406
13.23,0.47,0.0102,0.405
13.24,0.47,0.0102,0.406
13.25,0.47,0.0101,0.406
13.26,0.47,0.0101,0.403
13.27,0.47,0.01,0.401
13.28,0.47,0.01,0.401
13.29,0.48,0.01,0.405
13.3,0.48,0.0101,0.406
13.31,0.48,0.0101,0.411
13.32,0.47,0.0105,0.411
13.33,0.47,0.0105,0.413
13.34,0.47,0.0105,0.411
13.35,0.48,0.0105,0.406
13.36,0.47,0.0105,0.406
13.37,0.48,0.0106,0.407
13.38,0.48,0.0107,0.413
13.39,0.49,0.0105,0.414
13.4,0.49,0.0104,0.414
13.41,0.49,0.0104,0.414
13.42,0.49,0.0105,0.406
13.43,0.49,0.0105,0.406
13.44,0.49,0.0105,0.407
13.45,0.49,0.0105,0.407
13.46,0.49,0.0106,0.405
13.47,0.48,0.0106,0.41
13.48,0.49,0.0107,0.413
13.49,0.49,0.0107,0.405
13.5,0.49,0.0108,0.405
13.51,0.49,0.0109,0.413
13.52,0.48,0.0109,0.414
13.53,0.48,0.0109,0.394
13.54,0.47,0.0109,0.394
13.55,0.48,0.0108,0.411
13.56,0.49,0.0109,0.41
13.57,0.48,0.0108,0.41
13.58,0.48,0.0108,0.41
13.59,0.48,0.0107,0.411
13.6,0.48,0.0109,0.414
13.61,0.49,0.0106,0.413
13.62,0.49,0.0102,0.417
13.63,0.5,0.0103,0.417
13.64,0.48,0.0103,0.422
13.65,0.48,0.0102,0.419
13.66,0.49,0.0102,0.417
13.67,0.49,0.0102,0.417
13.68,0.49,0.0102,0.417
13.69,0.49,0.01,0.413
13.7,0.49,0.01,0.418
13.71,0.49,0.0102,0.422
13.72,0.49,0.0102,0.422
13.73,0.49,0.0102,0.418
13.74,0.49,0.0102,0.418
13.75,0.49,0.0102,0.419
13.76,0.49,0.01,0.419
13.77,0.49,0.0101,0.426
13.78,0.49,0.0103,0.426
13.79,0.49,0.0103,0.426
13.8,0.49,0.0102,0.426
13.81,0.49,0.0102,0.427
13.82,0.49,0.01,0.423
13.83,0.49,0.0101,0.422
13.84,0.49,0.0101,0.422
13.85,0.49,0.0103,0.422
13.86,0.5,0.0103,0.414
13.87,0.5,0.0103,0.415
13.88,0.49,0.0105,0.417
13.89,0.5,0.0105,0.417
13.9,0.49,0.0105,0.415
13.91,0.49,0.0107,0.415
13.92,0.49,0.0107,0.415
13.93,0.49,0.0109,0.415
13.94,0.49,0.011,0.414
13.95,0.49,0.0112,0.415
13.96,0.5,0.0113,0.417
13.97,0.5,0.0113,0.417
13.98,0.5,0.0112,0.415
13.99,0.5,0.0113,0.414
14,0.49,0.0113,0.414
14.01,0.49,0.0113,0.414
14.02,0.49,0.0114,0.415
14.03,0.49,0.0115,0.414
14.04,0.49,0.0113,0.414
14.05,0.5,0.0113,0.415
14.06,0.5,0.0113,0.415
14.07,0.49,0.0115,0.419
14.08,0.49,0.0117,0.419
14.09,0.49,0.0117,0.417
14.1,0.49,0.0116,0.419
14.11,0.49,0.0116,0.419
14.12,0.49,0.0113,0.417
14.13,0.51,0.011,0.417
14.14,0.51,0.011,0.421
14.15,0.5,0.0109,0.421
14.16,0.5,0.011,0.421
14.17,0.49,0.0113,0.425
14.18,0.5,0.0113,0.423
14.19,0.5,0.0114,0.426
14.2,0.5,0.0114,0.419
14.21,0.5,0.0113,0.419
14.22,0.5,0.0113,0.419
14.23,0.5,0.0113,0.419
14.24,0.5,0.0112,0.417
14.25,0.5,0.0114,0.421
14.26,0.51,0.0113,0.426
14.27,0.51,0.0115,0.423
14.28,0.51,0.0115,0.423
14.29,0.51,0.0116,0.426
14.3,0.5,0.0116,0.429
14.31,0.5,0.0113,0.427
14.32,0.51,0.0111,0.427
14.33,0.52,0.0111,0.426
14.34,0.51,0.0112,0.425
14.35,0.51,0.0112,0.429
14.36,0.51,0.011,0.422
14.37,0.52,0.0111,0.422
14.38,0.52,0.0111,0.415
14.39,0.52,0.0113,0.421
14.4,0.52,0.0112,0.419
14.41,0.51,0.0113,0.422
14.42,0.51,0.0111,0.422
14.43,0.51,0.0111,0.427
14.44,0.51,0.011,0.429
14.45,0.51,0.011,0.429
14.46,0.51,0.0109,0.426
14.47,0.52,0.0108,0.423
14.48,0.52,0.0108,0.431
14.49,0.52,0.0108,0.431
14.5,0.52,0.0109,0.439
14.51,0.53,0.0109,0.434
14.52,0.53,0.011,0.431
14.53,0.53,0.0108,0.43
14.54,0.53,0.0108,0.43
14.55,0.54,0.0106,0.434
14.56,0.54,0.0106,0.439
14.57,0.53,0.0106,0.438
14.58,0.53,0.0106,0.437
14.59,0.53,0.011,0.437
14.6,0.53,0.0112,0.439
14.61,0.54,0.0111,0.438
14.62,0.54,0.0111,0.438
14.63,0.54,0.0111,0.443
14.64,0.54,0.0113,0.438
14.65,0.53,0.0113,0.443
14.66,0.54,0.0115,0.442
14.67,0.53,0.0115,0.442
14.68,0.53,0.0117,0.441
14.69,0.53,0.0115,0.442
14.7,0.53,0.011,0.445
14.71,0.54,0.0109,0.449
14.72,0.54,0.0109,0.447
14.73,0.53,0.0109,0.451
14.74,0.53,0.0108,0.451
14.75,0.53,0.0108,0.445
14.76,0.52,0.0111,0.442
14.77,0.53,0.0111,0.442
14.78,0.53,0.0111,0.443
14.79,0.53,0.0111,0.443
14.8,0.53,0.0107,0.454
14.81,0.53,0.0108,0.454
14.82,0.53,0.011,0.457
14.83,0.53,0.0112,0.454
14.84,0.53,0.0112,0.454
14.85,0.53,0.011,0.453
14.86,0.53,0.0108,0.454
14.87,0.53,0.0107,0.453
14.88,0.52,0.0107,0.453
14.89,0.53,0.0106,0.457
14.9,0.53,0.0105,0.453
14.91,0.54,0.0103,0.459
14.92,0.55,0.01,0.463
14.93,0.55,0.01,0.463
14.94,0.55,0.0097,0.461
14.95,0.55,0.0097,0.465
14.96,0.55,0.0099,0.461
14.97,0.55,0.0101,0.462
14.98,0.56,0.01,0.462
14.99,0.57,0.0098,0.461
15,0.57,0.0099,0.461
15.01,0.57,0.01,0.455
15.02,0.57,0.01,0.457
15.03,0.57,0.01,0.457
15.04,0.57,0.01,0.453
15.05,0.57,0.0101,0.445
15.06,0.58,0.0101,0.445
15.07,0.57,0.011,0.447
15.08,0.57,0.0115,0.455
15.09,0.57,0.0116,0.457
15.1,0.56,0.0116,0.454
15.11,0.56,0.0116,0.455
15.12,0.56,0.0116,0.45
15.13,0.57,0.0116,0.45
15.14,0.57,0.0116,0.457
15.15,0.55,0.0116,0.457
15.16,0.55,0.0117,0.461
15.17,0.55,0.0116,0.457
15.18,0.56,0.0114,0.455
15.19,0.56,0.0112,0.453
15.2,0.56,0.0112,0.453
15.21,0.55,0.0113,0.461
15.22,0.55,0.0113,0.458
15.23,0.55,0.0113,0.458
15.24,0.56,0.0113,0.463
15.25,0.56,0.0118,0.463
15.26,0.56,0.0122,0.47
15.27,0.55,0.012,0.47
15.28,0.55,0.012,0.461
15.29,0.55,0.0118,0.462
15.3,0.55,0.0115,0.467
15.31,0.55,0.0112,0.457
15.32,0.56,0.0109,0.455
15.33,0.56,0.0109,0.453
15.34,0.56,0.0111,0.45
15.35,0.56,0.0112,0.455
15.36,0.56,0.0114,0.461
15.37,0.55,0.0115,0.461
15.38,0.55,0.0116,0.449
15.39,0.55,0.0117,0.457
15.4,0.55,0.0116,0.45
15.41,0.55,0.0113,0.458
15.42,0.55,0.0114,0.458
15.43,0.55,0.0113,0.453
15.44,0.55,0.0112,0.462
15.45,0.55,0.0112,0.462
15.46,0.55,0.0112,0.459
15.47,0.56,0.011,0.459
15.48,0.55,0.0112,0.455
15.49,0.55,0.0115,0.455
15.5,0.55,0.0116,0.455
15.51,0.55,0.0117,0.449
15.52,0.55,0.0117,0.449
15.53,0.55,0.0116,0.449
15.54,0.55,0.0116,0.449
15.55,0.57,0.0114,0.447
15.56,0.57,0.0113,0.446
15.57,0.56,0.0113,0.447
15.58,0.56,0.0113,0.451
15.59,0.57,0.0113,0.451
15.6,0.57,0.0116,0.453
15.61,0.57,0.012,0.453
15.62,0.57,0.012,0.457
15.63,0.56,0.0121,0.459
15.64,0.55,0.0122,0.463
15.65,0.56,0.0123,0.459
15.66,0.57,0.012,0.457
15.67,0.57,0.012,0.455
15.68,0.57,0.0121,0.463
15.69,0.56,0.0125,0.467
15.7,0.56,0.0128,0.466
15.71,0.57,0.0127,0.466
15.72,0.57,0.0127,0.473
15.73,0.56,0.0124,0.471
15.74,0.56,0.0126,0.466
15.75,0.55,0.0126,0.463
15.76,0.55,0.0126,0.463
15.78,0.55,0.0126,0.463
15.78,0.55,0.0126,0.461
15.79,0.56,0.0126,0.461
15.8,0.56,0.0128,0.467
15.81,0.55,0.0128,0.467
15.82,0.56,0.0128,0.465
15.83,0.55,0.0128,0.466
15.84,0.55,0.0128,0.466
15.85,0.56,0.0126,0.465
15.86,0.56,0.0124,0.465
15.87,0.55,0.0124,0.459
15.88,0.55,0.0124,0.459
15.89,0.56,0.0124,0.467
15.9,0.57,0.0121,0.466
15.91,0.56,0.0122,0.466
15.92,0.56,0.012,0.481
15.93,0.57,0.0121,0.481
15.94,0.58,0.012,0.478
15.95,0.59,0.012,0.493
15.96,0.68,0.0123,0.493
15.97,0.73,0.0128,0.514
15.98,0.73,0.0128,0.514
15.99,0.79,0.0129,0.524
16,0.83,0.0118,0.469
16.01,0.79,0.0103,0.469
16.02,0.79,0.0103,0.21
16.03,0.69,0.0134,0.194
16.04,0.64,0.0167,0.305
16.05,0.61,0.0197,0.421
16.06,0.61,0.0197,0.421
16.07,0.61,0.0199,0.442
16.08,0.61,0.0196,0.451
16.09,0.6,0.0194,0.446
16.1,0.61,0.0195,0.446
16.11,0.6,0.0193,0.454
16.12,0.6,0.019,0.466
16.13,0.6,0.019,0.474
16.14,0.6,0.0174,0.479
16.15,0.59,0.0174,0.478
16.16,0.59,0.017,0.483
16.17,0.59,0.0164,0.486
16.18,0.59,0.0164,0.486
16.19,0.59,0.0163,0.487
16.2,0.6,0.0177,0.483
16.21,0.59,0.015,0.486
16.22,0.58,0.0138,0.494
16.23,0.58,0.0138,0.494
16.24,0.59,0.0132,0.501
16.25,0.58,0.0127,0.495
16.26,0.58,0.0125,0.493
16.27,0.58,0.0125,0.49
16.28,0.57,0.0125,0.49
16.29,0.57,0.0125,0.495
16.3,0.57,0.0123,0.495
16.31,0.57,0.0121,0.497
16.32,0.57,0.0118,0.494
16.33,0.57,0.0118,0.494
16.34,0.57,0.0117,0.493
16.35,0.57,0.0117,0.494
16.36,0.57,0.0114,0.495
16.37,0.57,0.0115,0.495
16.38,0.58,0.0114,0.497
16.39,0.58,0.011,0.495
16.4,0.58,0.011,0.495
16.41,0.58,0.0116,0.497
16.42,0.57,0.0116,0.497
16.43,0.57,0.0116,0.494
16.44,0.57,0.0116,0.494
16.45,0.58,0.0117,0.493
16.46,0.58,0.0118,0.495
16.47,0.59,0.0118,0.495
16.48,0.59,0.0119,0.503
16.49,0.59,0.0119,0.503
16.5,0.59,0.0117,0.506
16.51,0.59,0.0115,0.507
16.52,0.59,0.0116,0.508
16.53,0.59,0.0117,0.503
16.54,0.59,0.0117,0.503
