z,qc,fs,u2
16.59,0.63,0.0126,0.514
16.6,0.63,0.0124,0.514
16.61,0.63,0.0124,0.511
16.62,0.63,0.0123,0.512
16.63,0.63,0.0123,0.518
16.64,0.63,0.0124,0.522
16.65,0.63,0.0122,0.522
16.66,0.63,0.0122,0.52
16.67,0.63,0.0121,0.52
16.68,0.63,0.0122,0.516
16.69,0.63,0.012,0.518
16.7,0.63,0.0122,0.518
16.71,0.63,0.0126,0.516
16.72,0.63,0.0126,0.516
16.73,0.63,0.0125,0.526
16.74,0.63,0.0125,0.526
16.75,0.63,0.0125,0.528
16.76,0.64,0.0125,0.531
16.77,0.64,0.0124,0.53
16.78,0.64,0.0124,0.524
16.79,0.64,0.0124,0.524
16.8,0.65,0.0124,0.519
16.81,0.65,0.0125,0.518
16.82,0.64,0.0126,0.518
16.83,0.65,0.0126,0.522
16.84,0.65,0.0125,0.53
16.85,0.65,0.0126,0.535
16.86,0.65,0.0126,0.534
16.87,0.65,0.0126,0.534
16.88,0.65,0.0127,0.528
16.89,0.65,0.0127,0.526
16.9,0.65,0.0127,0.522
16.91,0.65,0.013,0.519
16.92,0.64,0.0131,0.52
16.93,0.65,0.0131,0.523
16.94,0.65,0.0127,0.523
16.95,0.65,0.0127,0.532
16.96,0.65,0.0127,0.532
16.97,0.65,0.0128,0.524
16.98,0.64,0.0127,0.527
16.99,0.65,0.0128,0.526
17,0.65,0.0125,0.524
17.01,0.65,0.0123,0.522
17.02,0.65,0.0124,0.522
17.03,0.64,0.0126,0.522
17.04,0.64,0.0127,0.523
17.05,0.64,0.0127,0.528
17.06,0.63,0.0127,0.526
17.07,0.63,0.0127,0.523
17.08,0.63,0.0126,0.524
17.1,0.64,0.0127,0.524
17.1,0.64,0.0127,0.528
17.11,0.64,0.0127,0.534
17.12,0.64,0.0126,0.535
17.13,0.64,0.0129,0.535
17.14,0.65,0.0129,0.534
17.15,0.64,0.0131,0.53
17.16,0.64,0.0132,0.53
17.17,0.63,0.0132,0.539
17.18,0.64,0.0133,0.539
17.19,0.64,0.0132,0.542
17.2,0.64,0.0131,0.538
17.21,0.64,0.0131,0.538
17.22,0.65,0.0128,0.53
17.23,0.65,0.0131,0.534
17.24,0.65,0.0133,0.538
17.25,0.64,0.0133,0.538
17.26,0.64,0.0133,0.54
17.27,0.64,0.0136,0.543
17.28,0.64,0.0137,0.547
17.29,0.63,0.0137,0.535
17.3,0.63,0.0134,0.535
17.31,0.63,0.0135,0.539
17.32,0.64,0.0131,0.54
17.33,0.64,0.0129,0.54
17.34,0.65,0.0129,0.539
17.35,0.65,0.0128,0.539
17.36,0.65,0.0128,0.539
17.37,0.65,0.0129,0.543
17.38,0.65,0.0131,0.543
17.39,0.65,0.013,0.548
17.4,0.65,0.0128,0.548
17.41,0.65,0.0128,0.552
17.42,0.64,0.0131,0.554
17.43,0.64,0.0131,0.552
17.44,0.64,0.0134,0.546
17.45,0.65,0.0133,0.546
17.46,0.66,0.0133,0.548
17.47,0.66,0.013,0.548
17.48,0.66,0.013,0.544
17.49,0.66,0.0131,0.548
17.5,0.66,0.013,0.548
17.51,0.67,0.0133,0.554
17.52,0.67,0.0135,0.554
17.53,0.66,0.0136,0.554
17.54,0.65,0.0134,0.554
17.55,0.66,0.0133,0.55
17.56,0.66,0.0133,0.546
17.57,0.65,0.0136,0.546
17.58,0.65,0.0137,0.544
17.59,0.65,0.0137,0.544
17.6,0.65,0.0136,0.544
17.61,0.65,0.0137,0.546
17.62,0.64,0.0136,0.547
17.63,0.65,0.0136,0.552
17.64,0.65,0.0134,0.544
17.65,0.65,0.0134,0.544
17.66,0.65,0.0133,0.552
17.67,0.65,0.0133,0.552
17.68,0.65,0.0133,0.551
17.69,0.65,0.0133,0.551
17.7,0.65,0.0133,0.547
17.71,0.66,0.0132,0.551
17.72,0.66,0.0131,0.551
17.73,0.67,0.0131,0.559
17.74,0.67,0.0127,0.559
17.75,0.66,0.0127,0.57
17.76,0.66,0.0126,0.564
17.77,0.67,0.0126,0.564
17.78,0.67,0.0125,0.56
17.79,0.67,0.0125,0.56
17.8,0.67,0.0126,0.551
17.81,0.67,0.0128,0.55
17.82,0.67,0.0131,0.55
17.83,0.67,0.013,0.552
17.84,0.67,0.0135,0.56
17.85,0.67,0.0135,0.558
17.86,0.67,0.0132,0.562
17.87,0.67,0.0132,0.562
17.88,0.68,0.0129,0.556
17.89,0.69,0.0128,0.556
17.9,0.69,0.0128,0.554
17.91,0.69,0.0131,0.554
17.92,0.69,0.0131,0.551
17.93,0.69,0.0131,0.555
17.94,0.68,0.0131,0.555
17.95,0.69,0.0131,0.562
17.96,0.69,0.013,0.562
17.97,0.69,0.013,0.567
17.98,0.69,0.0131,0.575
17.99,0.69,0.0132,0.575
18,0.69,0.0131,0.567
18.01,0.69,0.0132,0.567
18.02,0.68,0.0131,0.572
18.03,0.68,0.013,0.564
18.04,0.68,0.013,0.564
18.05,0.68,0.013,0.563
18.06,0.69,0.0129,0.564
18.07,0.69,0.013,0.566
18.08,0.69,0.0133,0.571
18.09,0.69,0.0137,0.571
18.1,0.69,0.0137,0.575
18.11,0.68,0.0138,0.575
18.12,0.68,0.0138,0.57
18.13,0.67,0.0135,0.57
18.14,0.67,0.0136,0.566
18.15,0.67,0.0133,0.574
18.16,0.66,0.0131,0.574
18.17,0.66,0.013,0.582
18.18,0.66,0.013,0.582
18.19,0.67,0.013,0.584
18.2,0.67,0.0131,0.58
18.21,0.67,0.0134,0.58
18.22,0.68,0.0134,0.578
18.23,0.68,0.0135,0.578
18.24,0.67,0.0133,0.583
18.25,0.67,0.0133,0.584
18.26,0.68,0.0131,0.584
18.27,0.68,0.0131,0.588
18.28,0.68,0.0134,0.582
18.29,0.68,0.0134,0.58
18.3,0.67,0.0137,0.578
18.31,0.67,0.0137,0.578
18.32,0.67,0.0137,0.572
18.33,0.67,0.0138,0.58
18.34,0.67,0.0138,0.584
18.35,0.67,0.0137,0.583
18.36,0.67,0.0137,0.583
18.37,0.67,0.014,0.582
18.38,0.67,0.0142,0.582
18.39,0.67,0.0142,0.575
18.4,0.67,0.0142,0.576
18.41,0.67,0.0143,0.567
18.42,0.67,0.0142,0.567
18.43,0.66,0.0142,0.567
18.44,0.66,0.014,0.57
18.45,0.66,0.0139,0.574
18.46,0.66,0.0137,0.575
18.47,0.67,0.0137,0.575
18.48,0.66,0.0139,0.582
18.49,0.66,0.0139,0.582
18.5,0.66,0.0139,0.586
18.51,0.66,0.0139,0.578
18.52,0.66,0.0137,0.579
18.53,0.68,0.0137,0.579
18.54,0.68,0.0135,0.576
18.55,0.68,0.0134,0.576
18.56,0.68,0.0134,0.576
18.57,0.67,0.014,0.578
18.58,0.67,0.014,0.578
18.59,0.67,0.0139,0.575
18.6,0.68,0.014,0.575
18.61,0.68,0.014,0.586
18.62,0.68,0.0138,0.586
18.63,0.68,0.0137,0.582
18.64,0.68,0.0135,0.582
18.65,0.68,0.0135,0.582
18.66,0.69,0.0136,0.58
18.67,0.7,0.0135,0.587
18.68,0.7,0.0137,0.582
18.69,0.69,0.014,0.582
18.7,0.69,0.014,0.575
18.71,0.7,0.014,0.575
18.72,0.71,0.0138,0.57
18.73,0.71,0.0141,0.568
18.74,0.72,0.0144,0.568
18.75,0.72,0.0144,0.579
18.76,0.71,0.0144,0.582
18.77,0.71,0.0142,0.58
18.78,0.71,0.0142,0.588
18.79,0.72,0.0142,0.588
18.8,0.71,0.0142,0.584
18.81,0.71,0.0144,0.586
18.82,0.71,0.0142,0.586
18.83,0.71,0.0142,0.591
18.84,0.72,0.0144,0.591
18.85,0.72,0.0144,0.598
18.86,0.72,0.0144,0.598
18.87,0.72,0.0143,0.598
18.88,0.73,0.0142,0.599
18.89,0.73,0.0143,0.595
18.9,0.72,0.0143,0.595
18.91,0.71,0.0144,0.595
18.92,0.71,0.0145,0.591
18.93,0.71,0.0144,0.592
18.94,0.72,0.0144,0.592
18.95,0.72,0.0143,0.591
18.96,0.72,0.0141,0.591
18.97,0.71,0.0141,0.587
18.98,0.72,0.0141,0.594
18.99,0.72,0.014,0.594
19,0.72,0.014,0.596
19.01,0.72,0.014,0.596
19.02,0.72,0.0141,0.595
19.03,0.72,0.0145,0.61
19.04,0.72,0.0146,0.61
19.05,0.72,0.0146,0.604
19.06,0.72,0.0147,0.603
19.07,0.71,0.0147,0.599
19.08,0.71,0.0144,0.6
19.09,0.71,0.0144,0.6
19.1,0.71,0.0144,0.603
19.11,0.71,0.0145,0.607
19.12,0.72,0.0145,0.61
19.13,0.73,0.0142,0.61
19.14,0.73,0.0141,0.61
19.15,0.73,0.0141,0.614
19.16,0.73,0.0145,0.618
19.17,0.73,0.0142,0.618
19.18,0.73,0.0142,0.618
19.19,0.73,0.0143,0.61
19.2,0.73,0.0146,0.6
19.21,0.73,0.0147,0.603
19.22,0.73,0.0146,0.607
19.23,0.74,0.0147,0.607
19.24,0.73,0.0147,0.61
19.25,0.73,0.0148,0.61
19.26,0.74,0.0148,0.61
19.27,0.74,0.0147,0.618
19.28,0.74,0.0145,0.618
19.29,0.74,0.0145,0.628
19.3,0.74,0.0147,0.618
19.31,0.74,0.0147,0.618
19.32,0.74,0.0148,0.624
19.33,0.74,0.0143,0.631
19.34,0.74,0.0143,0.635
19.35,0.75,0.0138,0.635
19.36,0.75,0.0138,0.63
19.37,0.74,0.0138,0.635
19.38,0.75,0.014,0.646
19.39,0.75,0.014,0.647
19.4,0.75,0.0145,0.647
19.41,0.75,0.0145,0.642
19.42,0.75,0.0149,0.631
19.43,0.74,0.0152,0.631
19.44,0.75,0.0152,0.622
19.45,0.74,0.0152,0.622
19.46,0.74,0.0153,0.634
19.47,0.73,0.0152,0.635
19.48,0.73,0.015,0.635
19.49,0.73,0.015,0.643
19.5,0.73,0.0152,0.643
19.51,0.73,0.0152,0.64
19.52,0.75,0.0151,0.64
19.53,0.75,0.0151,0.64
19.54,0.75,0.0153,0.636
19.55,0.76,0.0157,0.634
19.56,0.76,0.0157,0.636
19.57,0.76,0.0157,0.636
19.58,0.76,0.0157,0.631
19.59,0.76,0.0158,0.631
19.6,0.77,0.0157,0.631
19.61,0.77,0.0157,0.626
19.62,0.76,0.0157,0.626
19.63,0.76,0.0157,0.622
19.64,0.76,0.0155,0.626
19.65,0.76,0.0154,0.626
19.66,0.77,0.0154,0.628
19.67,0.76,0.0154,0.628
19.68,0.75,0.0157,0.635
19.69,0.75,0.0159,0.635
19.7,0.75,0.0156,0.636
19.71,0.75,0.0156,0.626
19.72,0.75,0.0158,0.636
19.73,0.75,0.0157,0.638
19.74,0.75,0.0156,0.644
19.75,0.75,0.0156,0.644
19.76,0.76,0.0155,0.639
19.77,0.76,0.0153,0.65
19.78,0.76,0.0153,0.652
19.79,0.76,0.0152,0.652
19.8,0.76,0.0152,0.65
19.81,0.76,0.0155,0.65
19.82,0.75,0.0159,0.65
19.83,0.75,0.0159,0.646
19.84,0.75,0.0159,0.646
19.85,0.74,0.0156,0.64
19.86,0.74,0.0155,0.646
19.87,0.75,0.0156,0.646
19.88,0.75,0.0156,0.627
19.89,0.75,0.0155,0.627
19.9,0.75,0.0154,0.618
19.91,0.75,0.0153,0.618
19.92,0.74,0.0153,0.626
19.93,0.74,0.0152,0.618
19.94,0.74,0.0151,0.622
19.95,0.74,0.0151,0.62
19.96,0.75,0.0148,0.62
19.97,0.75,0.015,0.622
19.98,0.75,0.015,0.626
19.99,0.74,0.015,0.628
20,0.74,0.015,0.628
20.01,0.74,0.0151,0.628
20.02,0.74,0.0151,0.626
20.03,0.75,0.0153,0.63
20.04,0.75,0.0153,0.64
20.05,0.75,0.0153,0.639
20.06,0.76,0.0155,0.639
20.07,0.77,0.0158,0.65
20.08,0.76,0.0157,0.644
20.09,0.76,0.0157,0.644
20.1,0.75,0.0155,0.638
20.11,0.75,0.0154,0.631
20.12,0.76,0.0156,0.619
20.13,0.77,0.0157,0.619
20.14,0.77,0.0157,0.623
20.15,0.77,0.0156,0.622
20.16,0.75,0.0154,0.627
20.17,0.75,0.0157,0.626
20.18,0.75,0.0157,0.626
20.19,0.75,0.0156,0.619
20.2,0.75,0.0157,0.615
20.21,0.75,0.0158,0.616
20.22,0.75,0.0158,0.619
20.23,0.75,0.0159,0.619
20.24,0.75,0.0159,0.624
20.25,0.77,0.0156,0.626
20.26,0.77,0.0159,0.626
20.27,0.77,0.0159,0.624
20.28,0.77,0.0163,0.624
20.29,0.76,0.0162,0.631
